word,version_with_order,sense_uid_prime,sentence_prime,heading_uri_prime,heading_label_prime,sense_uid_target,sentence_target,heading_uri_target,heading_label_target,same_heading,hier_distance,same_nbhd,distance_bert_lcsh,distance_elmo_lcsh,distance_bert,distance_elmo,rt,correct_response,log_rt,prior_rt,ambiguity_type,Class,same,subject,trial_index,item
orange,M1_b_M2_a,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.236619532,0.085292876,796,True,6.679599186,7.391342004,Polysemy,N,False,b3kl0cgv2r,149,28
orange,M2_b_M1_a,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.273911238,0.052660882,1318,True,7.183870715,7.039160345,Polysemy,N,False,sn1yu7vsxd,45,28
orange,M2_b_M1_a,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.273911238,0.052660882,991,True,6.898714534,7.039160345,Polysemy,N,False,xqssc38w0c,233,28
orange,M2_b_M1_a,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.273911238,0.052660882,1116,True,7.017506143,7.039160345,Polysemy,N,False,4c5xx9azr7,165,28
orange,M2_a_M1_b,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.236619532,0.085292876,756,True,6.628041376,7.102598757,Polysemy,N,False,dbd0l1933k,157,28
orange,M1_a_M2_b,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.273911238,0.052660882,1948,True,7.574558484,7.494894462,Polysemy,N,False,spkx08cwjj,179,28
orange,M2_b_M1_a,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.273911238,0.052660882,1248,True,7.129297549,7.039160345,Polysemy,N,False,epkefl89q5,159,28
orange,M2_a_M2_b,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),True,0.0,1,0.03461951017379761,,0.122556508,0.056215107,1138,True,7.037027615,7.494894462,Polysemy,N,True,36hk5eeq3x,73,28
orange,M1_a_M2_b,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.273911238,0.052660882,892,True,6.793466133,7.494894462,Polysemy,N,False,flr5bk7hm2,191,28
orange,M1_b_M2_a,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.236619532,0.085292876,1271,True,7.147559271,7.391342004,Polysemy,N,False,kha24hryvm,51,28
orange,M1_b_M1_a,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,True,0.0,1,0.025021672248840332,,0.083839953,0.051941872,692,True,6.539585956,7.039160345,Polysemy,N,True,nrxcy3jh2z,109,28
orange,M1_a_M2_a,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.307211459,0.065273941,1108,True,7.010311867,7.391342004,Polysemy,N,False,wdgq8cekjp,145,28
orange,M2_b_M1_b,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.226773024,0.090670049,1858,True,7.527255919,7.102598757,Polysemy,N,False,3lr2j29be7,29,28
orange,M1_b_M2_b,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.226773024,0.090670049,701,True,6.552507887,7.494894462,Polysemy,N,False,5zu5xn1fq8,143,28
orange,M2_a_M1_a,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.307211459,0.065273941,1370,True,7.222566019,7.039160345,Polysemy,N,False,961ytz4h4r,249,28
orange,M1_a_M2_b,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.273911238,0.052660882,1993,True,7.59739632,7.494894462,Polysemy,N,False,evdgzy3cvj,53,28
orange,M1_a_M2_a,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.307211459,0.065273941,1883,True,7.540621529,7.391342004,Polysemy,N,False,koccaak1qr,233,28
orange,M2_a_M2_b,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),True,0.0,1,0.03461951017379761,,0.122556508,0.056215107,1331,False,7.193685818,7.494894462,Polysemy,N,True,nuoxoyemfp,131,28
orange,M1_a_M2_b,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.273911238,0.052660882,1199,True,7.089243155,7.494894462,Polysemy,N,False,69bk8m4fc2,139,28
orange,M1_b_M2_b,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.226773024,0.090670049,1126,True,7.026426809,7.494894462,Polysemy,N,False,j9vhr9vzec,249,28
orange,M1_b_M2_b,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.226773024,0.090670049,1263,False,7.141245122,7.494894462,Polysemy,N,False,kfp2rkd57s,229,28
orange,M2_b_M1_a,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.273911238,0.052660882,3326,True,8.10952566,7.039160345,Polysemy,N,False,y4puhchaf9,165,28
orange,M1_a_M1_b,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,True,0.0,1,0.025021672248840332,,0.083839953,0.051941872,842,True,6.735780014,7.102598757,Polysemy,N,True,1lzneddpkq,85,28
orange,M1_b_M1_a,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,True,0.0,1,0.025021672248840332,,0.083839953,0.051941872,553,True,6.315358002,7.039160345,Polysemy,N,True,92yp2w9v56,99,28
orange,M2_a_M2_b,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),True,0.0,1,0.03461951017379761,,0.122556508,0.056215107,940,True,6.845879875,7.494894462,Polysemy,N,True,gdwec44k4r,193,28
orange,M1_a_M2_b,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.273911238,0.052660882,630,False,6.445719819,7.494894462,Polysemy,N,False,w7t2pcpr1z,91,28
orange,M1_a_M2_a,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.307211459,0.065273941,1142,True,7.04053639,7.391342004,Polysemy,N,False,emcqel00x3,81,28
orange,M1_b_M1_a,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,True,0.0,1,0.025021672248840332,,0.083839953,0.051941872,866,True,6.763884909,7.039160345,Polysemy,N,True,zjgl4twyhs,223,28
orange,M1_b_M2_b,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.226773024,0.090670049,1599,True,7.377133713,7.494894462,Polysemy,N,False,somzvrxnz4,49,28
orange,M2_a_M1_a,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.307211459,0.065273941,1523,True,7.328437353,7.039160345,Polysemy,N,False,hs560646yd,139,28
orange,M2_b_M1_b,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.226773024,0.090670049,785,True,6.665683718,7.102598757,Polysemy,N,False,uy86my9o9s,197,28
orange,M1_a_M1_b,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,True,0.0,1,0.025021672248840332,,0.083839953,0.051941872,758,True,6.630683386,7.102598757,Polysemy,N,True,7hhbw0w7y1,31,28
orange,M1_a_M1_b,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,True,0.0,1,0.025021672248840332,,0.083839953,0.051941872,738,True,6.603943825,7.102598757,Polysemy,N,True,ygz7kz72u2,235,28
orange,M2_b_M2_a,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),True,0.0,1,0.03461951017379761,,0.122556508,0.056215107,884,True,6.784457063,7.391342004,Polysemy,N,True,unzj7yx25l,161,28
orange,M1_a_M1_b,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,True,0.0,1,0.025021672248840332,,0.083839953,0.051941872,962,False,6.869014451,7.102598757,Polysemy,N,True,bcycp1bevl,87,28
orange,M1_a_M2_a,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.307211459,0.065273941,785,True,6.665683718,7.391342004,Polysemy,N,False,gdlhwqulft,203,28
orange,M2_a_M2_b,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),True,0.0,1,0.03461951017379761,,0.122556508,0.056215107,1786,True,7.487733761,7.494894462,Polysemy,N,True,4q5dxb7nhf,185,28
orange,M2_b_M1_a,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.273911238,0.052660882,1432,True,7.266827348,7.039160345,Polysemy,N,False,zglqpt5fh7,149,28
orange,M2_a_M2_b,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),True,0.0,1,0.03461951017379761,,0.122556508,0.056215107,2257,True,7.721791777,7.494894462,Polysemy,N,True,prlu1sa9my,235,28
orange,M1_a_M2_b,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.273911238,0.052660882,1010,True,6.91770561,7.494894462,Polysemy,N,False,2usccf4uxc,137,28
orange,M2_b_M2_a,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),True,0.0,1,0.03461951017379761,,0.122556508,0.056215107,699,True,6.549650742,7.391342004,Polysemy,N,True,sndaggja6a,183,28
orange,M2_a_M1_b,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.236619532,0.085292876,832,True,6.723832441,7.102598757,Polysemy,N,False,50rd5uu19e,199,28
orange,M2_b_M1_a,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.273911238,0.052660882,1419,True,7.257707677,7.039160345,Polysemy,N,False,frqx6vw2d1,241,28
orange,M1_a_M1_b,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,True,0.0,1,0.025021672248840332,,0.083839953,0.051941872,682,True,6.525029658,7.102598757,Polysemy,N,True,l4avquduxt,157,28
orange,M1_a_M2_a,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.307211459,0.065273941,602,True,6.400257445,7.391342004,Polysemy,N,False,dol693zfl0,247,28
orange,M2_b_M2_a,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),True,0.0,1,0.03461951017379761,,0.122556508,0.056215107,1351,True,7.208600338,7.391342004,Polysemy,N,True,1wzodbsf7y,181,28
orange,M1_b_M2_a,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.236619532,0.085292876,774,True,6.651571874,7.391342004,Polysemy,N,False,h0th05ppt7,157,28
orange,M2_a_M2_b,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),True,0.0,1,0.03461951017379761,,0.122556508,0.056215107,1748,True,7.466227556,7.494894462,Polysemy,N,True,bacqef0gje,101,28
orange,M1_a_M2_b,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.273911238,0.052660882,518,True,6.249975242,7.494894462,Polysemy,N,False,p7h7xsjj50,187,28
orange,M2_a_M2_b,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),True,0.0,1,0.03461951017379761,,0.122556508,0.056215107,798,True,6.682108597,7.494894462,Polysemy,N,True,g3flm4j14z,175,28
orange,M2_a_M1_b,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.236619532,0.085292876,1097,True,7.00033446,7.102598757,Polysemy,N,False,7poq0nl7yt,113,28
orange,M1_a_M2_a,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.307211459,0.065273941,1119,True,7.020190708,7.391342004,Polysemy,N,False,246unkcyak,211,28
orange,M2_a_M1_b,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.236619532,0.085292876,896,True,6.797940413,7.102598757,Polysemy,N,False,tzstmyxntu,73,28
orange,M2_b_M1_a,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.273911238,0.052660882,3567,True,8.179480185,7.039160345,Polysemy,N,False,3uxmxe02py,161,28
orange,M2_b_M2_a,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),True,0.0,1,0.03461951017379761,,0.122556508,0.056215107,908,True,6.811244379,7.391342004,Polysemy,N,True,jwcxuk91x6,209,28
orange,M2_b_M1_a,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.273911238,0.052660882,1862,False,7.529406458,7.039160345,Polysemy,N,False,y52zt9vjyf,161,28
orange,M2_a_M1_a,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.307211459,0.065273941,1364,True,7.218176838,7.039160345,Polysemy,N,False,va3hb1mkox,245,28
orange,M1_b_M1_a,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,True,0.0,1,0.025021672248840332,,0.083839953,0.051941872,744,True,6.612041035,7.039160345,Polysemy,N,True,xdomj2pout,95,28
orange,M2_b_M2_a,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),True,0.0,1,0.03461951017379761,,0.122556508,0.056215107,962,True,6.869014451,7.391342004,Polysemy,N,True,rrded0u35m,147,28
orange,M1_b_M1_a,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,True,0.0,1,0.025021672248840332,,0.083839953,0.051941872,504,True,6.222576268,7.039160345,Polysemy,N,True,kzt7mhlhq0,181,28
orange,M2_a_M2_b,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),True,0.0,1,0.03461951017379761,,0.122556508,0.056215107,1798,True,7.494430215,7.494894462,Polysemy,N,True,3mb5qrf7ny,119,28
orange,M1_b_M1_a,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,True,0.0,1,0.025021672248840332,,0.083839953,0.051941872,777,True,6.65544035,7.039160345,Polysemy,N,True,z2n4w2lvuj,77,28
orange,M1_b_M2_a,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.236619532,0.085292876,1024,True,6.931471806,7.391342004,Polysemy,N,False,rgkj29k85f,47,28
orange,M2_a_M2_b,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),True,0.0,1,0.03461951017379761,,0.122556508,0.056215107,774,True,6.651571874,7.494894462,Polysemy,N,True,ylr2c47dx9,249,28
orange,M1_b_M2_a,orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),False,inf,0,0.36682963371276855,,0.236619532,0.085292876,1169,True,7.063903961,7.391342004,Polysemy,N,False,kzat707d4c,31,28
orange,M2_b_M2_a,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),True,0.0,1,0.03461951017379761,,0.122556508,0.056215107,959,True,6.865891075,7.391342004,Polysemy,N,True,zc0tcyzalc,37,28
orange,M2_b_M1_a,orange_M2,It was a reddish orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a juicy orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.273911238,0.052660882,1757,True,7.471363088,7.039160345,Polysemy,N,False,zsds20jhhb,185,28
orange,M2_a_M1_b,orange_M2,It was a bright orange.,http://id.loc.gov/authorities/subjects/sh85095261,Orange (Color),orange_M1,It was a ripe orange.,http://id.loc.gov/authorities/subjects/sh85095257,Oranges,False,inf,0,0.36682963371276855,,0.236619532,0.085292876,1143,True,7.041411664,7.102598757,Polysemy,N,False,6lbv5uhykm,155,28
